순위,영화명,개봉일,매출액,매출액점유율,누적매출액,관객수,누적관객수,스크린수,상영횟수,대표국적,국적,제작사,배급사,등급,장르,감독,배우
59,올드,2021-08-18,"1,107,856,560",0.20%,"1,107,856,560","116,240","116,240",550,"12,110",미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),12세이상관람가,"공포(호러),스릴러",M. 나이트 샤말란,"가엘 가르시아 베르날,빅키 크리엡스,토마신 맥켄지,알렉스 울프"
60,해피 뉴 이어,2021-12-29,"1,011,453,370",0.20%,"1,011,453,370","114,046","114,046",832,"6,930",한국,한국,(주)하이브미디어코프,"(주)씨제이이엔엠,주식회사 티빙",12세이상관람가,"멜로/로맨스,드라마",곽재용,"한지민,이동욱,강하늘,임윤아,원진아,이혜영,정진영,김영광,서강준,이광수,고성희,이진욱,조준영,원지안,이규형,박성일,임성재,이종욱,김승훈,배해선,남명렬,백은혜,최수민,한서울,강영주,박종찬,이지훈,황태희,송유현,이주한,김수겸,김승찬,박종혁,차동하,오민애,이세인,류제희,이동찬,양대성,정해진,김미준,임슬기,김대겸,김지연,이수연,이승희,서문호,송경아,김진혁,김예은,이기창,정한슬,윤해주,주예린,김동현,김기훈,신종호,조현수,임유란,이무영,김경형,박시현,장순성,채하니,정수용,서명찬,김만기,박세아,전시완,이용문,고은별,편강윤,서은영,고은수,손예지,고윤빈,임한순,김형남,설충용,최훈,박혜숙,김호연,김남순,신강균,백낙순,김윤식,김도건,유가혜,노영애,이원규,권상우,신성일,강석현,박준규,정유진"
61,고스트버스터즈 라이즈,2021-12-01,"1,066,122,980",0.20%,"1,066,122,980","114,001","114,001",888,"19,143",미국,미국,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,12세이상관람가,"어드벤처,미스터리,액션",제이슨 라이트맨,"핀 울프하드,맥케나 그레이스,폴 러드"
62,태일이,2021-12-01,"929,460,650",0.20%,"929,460,650","111,917","111,917",458,"6,505",한국,한국,"(주)명필름,(주)스튜디오루머,전태일재단,유한회사 질라라비,영화 1970인 제작위원",(주)리틀빅픽쳐스,전체관람가,애니메이션,홍준표,"장동윤,염혜란,진선규,박철민,권해효,태인호,정예진,신정윤,안동구,강태우,이나영,최병윤,이원준,윤정열,김정팔,최은화,진양욱,이승행,강태우"
63,아담스 패밀리 2,2021-11-10,"976,276,720",0.20%,"976,276,720","111,348","111,348",750,"10,058",미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),전체관람가,"애니메이션,코미디,가족","그렉 티어넌,콘래드 베논","오스카 아이삭,샤를리즈 테론,클로이 모레츠,스눕 독,빌 헤이더,베트 미들러"
64,디어 에반 핸슨,2021-11-17,"1,080,842,550",0.20%,"1,080,842,550","108,787","108,787",631,"12,064",미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),12세이상관람가,"뮤지컬,드라마",스티븐 크보스키,"벤 플랫,줄리안 무어,에이미 아담스,케이틀린 디버,아만들라 스텐버그,닉 도다니,콜튼 라이언"
65,미드나이트,2021-06-30,"941,510,870",0.20%,"941,510,870","108,523","108,523",693,"15,308",한국,한국,(주)페퍼민트앤컴퍼니,씨제이 씨지브이(CJ CGV)(주),15세이상관람가,스릴러,권오승,"진기주,위하준,박훈,길해연,김혜윤,정원창,장덕주,이상희,임성미,신미영,송유현,나윤성,안상은,전아희,변주우,문서윤,정해리,박선혜,김민하,손정은,천인서,차재근,정수현,정완희,이진목,노수민,나은샘,권영민,이세희,이승철,강성용,정혜경,윤부진,임승민,강인서,최민우,이정현,이진성,이재석,장이주,신지이,정연규,이상은,장용희,김성민,박지훈,정상훈,양도현,배은우,오지영,차택균,황성환,오유진,윤정섭,진기주,김인우,김유리,김광식,이유준,태원석,한은영"
66,몬스터 헌터,2021-02-10,"972,706,750",0.20%,"972,706,750","102,104","102,104",668,"13,300",미국,미국,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,12세이상관람가,"액션,어드벤처",폴 W.S. 앤더슨,"밀라 요보비치,토니 자"
67,여고괴담 여섯번째 이야기 : 모교,2021-06-17,"860,782,700",0.10%,"860,782,700","94,436","94,436",603,"13,245",한국,한국,(주)씨네이천,"(주)케이티알파,씨제이 씨지브이(CJ CGV)(주)",15세이상관람가,"미스터리,공포(호러)",이미영,"김서형,김현수,최리,김형서,서혜원,박세현,이지원,김지혜,이다혜,김성녀,장원형,권해효,이주실,신연미,정다원,박윤호,배지환,김민귀,하민,윤정욱,오승희,홍석연,구민혁,현기민,문경희,강다인,안유솔,연수진,채원빈,이다해,성규찬,이새별,고국희,박도영,여한나,이민하,이재남"
68,귀문,2021-08-25,"799,811,070",0.10%,"799,811,070","93,657","93,657",692,"11,269",한국,한국,"(주)고스트픽처스,(주)주피터필름","씨제이 씨지브이(CJ CGV)(주),(주)씨네필운",15세이상관람가,"미스터리,스릴러,공포(호러)",심덕근,"김강우,김소혜,이정형,홍진기,엄채영,장재호,송지현,이화영,배상돈,장해숙,정형찬,라현호,김상보,최윤빈,신삼봉,현영균,김정한,박종찬,최하은,정재헌,손지영,윤우중,송성애,김태인,김아천,이예랑,최성필,이경재,임지회,한선애,김지연,전윤지,구가은,장재하,김라윤"
69,프렌치 디스패치,2021-11-18,"956,368,230",0.20%,"956,368,230","89,122","89,122",273,"6,207",미국,미국,,월트디즈니컴퍼니코리아 유한책임회사,15세이상관람가,"코미디,드라마,멜로/로맨스",웨스 앤더슨,"틸다 스윈튼,프란시스 맥도먼드,빌 머레이,제프리 라이트,애드리언 브로디,베니치오 델 토로,오웬 윌슨,레아 세이두,티모시 샬라메,마티유 아말릭"
70,노매드랜드,2021-04-15,"800,972,240",0.10%,"800,972,240","85,663","85,663",181,"8,965",미국,미국,,월트디즈니컴퍼니코리아 유한책임회사,12세이상관람가,드라마,클로이 자오,프란시스 맥도먼드
71,세자매,2021-01-27,"704,507,930",0.10%,"704,624,930","83,678","83,689",569,"12,891",한국,한국,(주)영화사 업,(주)리틀빅픽쳐스,15세이상관람가,드라마,이승원,"문소리,김선영,장윤주,조한철,현봉식,김가희,임혜영,김성민,장대웅,홍기,경다은,김미경,이송희,박선주,김지안,정예나,정민준,김용준,박지홍,신용진,전호현,김윤주,김선미,이지혜,류주연,최진아,박지훈,장선,조윤희,권혁성,이주원,송치훈,박다미,정겨운,현은영,김경덕,김애진,강선영,반인환,홍현택,박시유,배나경,서유덕,설재근,전호현,김신영,최강현,신현규,이초롱,김별,천슬기,오세윤,윤유정,정영재,박진영,이정귀,조유라,이세연,이나민,홍성무,이동환,이예린,정민경,오지연,강석원,남소하,권수진,허진,박지윤,윤미연,신비,신태리,강재흠,정다워,전호현,김선진,김우유,조영익,김성혁,박차희,김이브,신지현,표태욱,남수현,김권후,서지현,권복선,채철순,강숙,구정아,이화정,조계영,이유린,박철,최승연,서경윤,김일지,박두호,김경환,박종건,황의형,유동균,비스윗,조윤서,이태영,김호연,고청휘,양준하,신준섭,김승주,정청민,정충구,윤덕용,이종서,양동탁,최병준,지웅배,이지나,이경미,신승용,정이삭,오세창,김대진,권강현,최상현,이상혁,윤현길,윤영민,김정근,신은경,김기남,박준,박초하,강웅곤,김병욱,이연경,김예슬,김빛나래,이원웅,유인혜,조병천,하시연,연준원,유일한,윤민,박동일,서유진,김정윤,지현준,한동원,이주호,정혜선,이상철,박민선,이선규,배현진,진원조,정지우,맹주원,강준영,임윤비,노수빈,김하늘,두경훈,정민욱,김관철,이기성,남동협,이규섭,박장순,김상권,이주찬,박상민,정대경,정환욱,정회동,손다연,이창훈,박광선,이봉련,임철수,김의성,이현지,유다미,권유진,박성진,이민규,김효진,이영지,이원희"
72,어니스트 씨프,2021-02-03,"724,854,260",0.10%,"724,854,260","82,388","82,388",554,"11,029",미국,미국,,(주)올스타엔터테인먼트,15세이상관람가,"액션,범죄,드라마",마크 윌리엄스,"리암 니슨,케이트 월쉬,제이 코트니,제프리 도노반,안소니 라모스"
73,도라에몽: 스탠바이미 2,2021-05-19,"712,260,330",0.10%,"712,260,330","82,311","82,311",631,"7,560",일본,일본,,(주)스마일이엔티,전체관람가,애니메이션,야기 류이치,"윤아영,김정아,김혜성,최낙윤,이현주,조현정,임은정,김정은,강시현,이장우"
74,맨 인 더 다크 2,2021-09-01,"779,007,800",0.10%,"779,007,800","78,859","78,859",248,"6,997",미국,미국,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,청소년관람불가,"공포(호러),스릴러",로도 사야구에즈,"스티븐 랭,매들린 그레이스,브렌단 섹스턴 3세"
75,극장판 콩순이: 장난감나라 대모험,2021-05-05,"681,323,620",0.10%,"681,323,620","77,990","77,990",690,"8,630",한국,한국,(주)모꼬지,(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,이선명,"박리나,김은아,김은아,김은아,엄상현,엄상현,엄상현,배진홍,배진홍,정혜원,정혜원,이경태,이경태,이경태,윤아영,윤아영,이현,이현,이현"
76,돈 룩 업,2021-12-08,"682,183,970",0.10%,"682,183,970","70,021","70,021",656,"13,128",미국,미국,,씨제이 씨지브이(CJ CGV)(주),15세이상관람가,"코미디,드라마,SF",아담 맥케이,"레오나르도 디카프리오,제니퍼 로렌스,조나 힐,마크 라이런스,타일러 페리,티모시 샬라메,론 펄먼,아리아나 그란데,케이트 블란쳇,메릴 스트립"
77,해리 포터와 불의 잔,2005-12-01,"633,571,000",0.10%,"22,097,731,900","68,282","3,499,257",49,"2,492",미국,미국,워너 브러더스 픽쳐스,워너브러더스 코리아(주),12세관람가,"액션,판타지",마이크 뉴웰,"다니엘 래드클리프,루퍼트 그린트,엠마 왓슨,랄프 파인즈,로버트 패틴슨"
78,용과 주근깨 공주,2021-09-29,"643,986,900",0.10%,"643,986,900","66,360","66,360",216,"7,330",일본,일본,,와이드 릴리즈(주),전체관람가,"애니메이션,어드벤처,드라마",호소다 마모루,"나카무라 카호,사토 타케루,나리타 료,소메타니 쇼타,타마시로 티나,이쿠타 리라"
79,극장판 도라에몽: 진구의 신공룡,2021-08-05,"553,442,680",0.10%,"553,442,680","64,597","64,597",502,"6,029",일본,일본,,(주)리틀빅픽쳐스,전체관람가,"애니메이션,어드벤처",이마이 카즈아키,"윤아영,김정아,최낙윤,이현주,조현정,임은정,김정은,이장우"
80,해리포터와 마법사의 돌,2001-12-13,"639,819,800",0.10%,"2,989,732,800","64,525","332,475",112,"2,222",미국,미국,,워너브러더스 코리아(주),전체관람가,"가족,판타지",크리스 콜럼버스,"다니엘 래드클리프,엠마 왓슨,루퍼트 그린트"
81,귀멸의 칼날: 남매의 연,2021-11-10,"626,419,340",0.10%,"626,419,340","63,656","63,656",383,"7,570",일본,일본,,(주)박수엔터테인먼트,15세이상관람가,애니메이션,소토자키 하루오,"하나에 나츠키,키토 아카리,시모노 히로,마츠오카 요시츠구"
82,코다,2021-08-31,"575,949,539",0.10%,"575,949,539","63,541","63,541",308,"5,643",프랑스,프랑스,,판씨네마(주),12세이상관람가,드라마,션 헤이더,"에밀리아 존스,퍼디아 월시-필로,말리 매트린,트로이 코처,다니엘 듀런트,에우헤니오 데르베스"
83,화양연화,2000-10-20,"584,316,900",0.10%,"984,297,600","63,039","111,053",447,"13,720",홍콩,"홍콩,프랑스",,(주)디스테이션,"15세관람가,15세이상관람가","드라마,멜로/로맨스",왕가위,"장만옥,양조위"
84,명탐정 코난: 진홍의 수학여행,2021-01-27,"534,479,660",0.10%,"534,479,660","62,572","62,572",532,"8,654",일본,일본,,(주)씨제이이엔엠,12세이상관람가,애니메이션,야마모토 야스이치로,
85,퍼피 구조대 더 무비,2021-08-18,"538,180,880",0.10%,"538,180,880","61,633","61,633",355,"4,771",미국,미국,,롯데컬처웍스(주)롯데엔터테인먼트,전체관람가,애니메이션,캘런 브런커,"정선혜,신용우,김새해,엄상현,박지윤,문남숙,전숙경,사성웅"
86,라스트 듀얼: 최후의 결투,2021-10-20,"583,090,210",0.10%,"583,090,210","60,715","60,715",367,"7,844",미국,미국,,월트디즈니컴퍼니코리아 유한책임회사,청소년관람불가,"액션,스릴러",리들리 스콧,"맷 데이먼,아담 드라이버,조디 코머,벤 애플렉"
87,중경삼림,1995-09-02,"557,183,070",0.10%,"650,220,570","57,228","69,755",336,"7,090",홍콩,홍콩,젯톤프로덕션,(주)디스테이션,"고등학생이상관람가,15세이상관람가",드라마,왕가위,"임청하,양조위,왕비,금성무"
88,너의 이름은.,2017-01-04,"564,765,260",0.10%,"30,612,095,046","57,162","3,791,657",69,"1,860",일본,일본,,플러스엠 엔터테인먼트,12세이상관람가,"애니메이션,드라마,멜로/로맨스",신카이 마코토,"카미키 류노스케,카미시라이시 모네,나가사와 마사미,이치하라 에수코,유키 아오이,시마자키 노부나가,이시카와 카이토,타니 카논"
89,최면,2021-03-24,"502,206,120",0.10%,"502,206,120","55,017","55,017",506,"7,355",한국,한국,(주)스마일이엔티,(주)스마일이엔티,15세이상관람가,"공포(호러),스릴러",최재훈,"이다윗,조현,김도훈,남민우,김남우,김민준,문호진,박광복,서지미,이상희,김남진,장유빈,이태환,최혜진,고병완,임영희,신동길,장재혁,좌승현,신영찬,소계원,김민정,박제하,김광석,전병윤,오유경,손병호,서이숙,임승민"
90,내가 죽기를 바라는 자들,2021-05-05,"511,072,350",0.10%,"511,072,350","54,951","54,951",669,"10,871",미국,미국,,워너브러더스 코리아(주),15세이상관람가,"범죄,스릴러",테일러 쉐리던,"안젤리나 졸리,니콜라스 홀트,에이단 길렌,존 번탈"
91,캔디맨,2021-09-22,"509,775,750",0.10%,"509,775,750","52,340","52,340",608,"8,921",미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),15세이상관람가,"미스터리,공포(호러)",니아 다코스타,"야히아 압둘 마틴 2세,테요나 패리스,네이산 스튜어트 자렛,콜먼 도밍고"
92,인 더 하이츠,2021-06-30,"477,937,320",0.10%,"477,937,320","52,028","52,028",649,"8,776",미국,미국,,워너브러더스 코리아(주),12세이상관람가,"뮤지컬,드라마",존 추,"안소니 라모스,멜리사 바레라,코리 호킨스,레슬리 그레이스"
93,더 파더,2021-04-07,"402,338,500",0.10%,"402,338,500","47,814","47,814",348,"6,912",영국,영국,,판씨네마(주),12세이상관람가,드라마,플로리안 젤러,"안소니 홉킨스,올리비아 콜맨,마크 게티스,올리비아 윌리엄스,이모겐 푸츠,루퍼스 스웰"
